Plx	Ply	Plz	Ppx	Ppy	Ppz	Ppix	Ppiy	Ppiz
3.352	-3.709	0.000	2.702	-3.125	-0.049	0.651	-0.584	0.049
4.948	0.715	0.000	4.135	0.503	0.043	0.813	0.212	-0.043
4.998	-0.128	-0.000	4.174	-0.085	0.098	0.824	-0.044	-0.098
4.615	1.925	0.000	3.522	1.509	0.028	1.093	0.415	-0.028
4.592	-1.979	-0.000	3.713	-1.622	-0.085	0.879	-0.356	0.085
4.621	1.910	0.000	4.108	1.702	0.089	0.513	0.207	-0.089
4.817	1.339	0.000	3.994	1.009	-0.017	0.824	0.330	0.017
4.630	1.886	-0.000	4.183	1.775	0.037	0.447	0.111	-0.037
4.591	-1.982	0.000	3.904	-1.615	-0.074	0.687	-0.367	0.074
4.297	2.557	-0.000	3.679	2.299	-0.011	0.618	0.259	0.011
4.772	-1.493	-0.000	4.261	-1.386	-0.068	0.511	-0.107	0.068
4.972	-0.518	-0.000	3.725	-0.402	-0.012	1.247	-0.116	0.012
4.333	2.494	-0.000	3.679	2.121	-0.100	0.655	0.373	0.100
3.821	-3.225	-0.000	2.973	-2.580	0.057	0.848	-0.645	-0.057
3.038	3.972	-0.000	2.447	3.100	-0.047	0.591	0.872	0.047
4.872	1.122	-0.000	3.992	1.025	-0.001	0.879	0.097	0.001
4.926	-0.857	0.000	3.787	-0.660	-0.062	1.139	-0.197	0.062
4.862	-1.163	-0.000	3.636	-0.863	0.013	1.226	-0.300	-0.013
2.681	4.220	0.000	2.236	3.346	-0.026	0.444	0.874	0.026
4.890	-1.042	0.000	3.728	-0.756	0.013	1.162	-0.286	-0.013
4.685	1.746	0.000	3.635	1.369	0.068	1.050	0.378	-0.068
4.103	-2.858	-0.000	3.183	-2.162	-0.032	0.920	-0.696	0.032
2.393	4.391	-0.000	1.857	3.392	-0.055	0.537	0.998	0.055
4.992	-0.282	0.000	4.371	-0.238	0.096	0.621	-0.044	-0.096
4.992	-0.284	-0.000	4.320	-0.326	0.057	0.672	0.041	-0.057
4.890	-1.038	0.000	4.470	-0.961	-0.070	0.420	-0.078	0.070
4.800	1.399	-0.000	3.887	1.076	-0.076	0.913	0.323	0.076
4.482	2.216	0.000	3.724	1.809	-0.095	0.758	0.407	0.095
3.809	-3.240	0.000	3.194	-2.634	-0.074	0.614	-0.605	0.074
2.748	4.177	-0.000	2.181	3.480	0.041	0.567	0.697	-0.041
3.248	3.802	-0.000	2.722	3.333	-0.018	0.526	0.468	0.018
4.744	-1.578	-0.000	4.218	-1.353	-0.079	0.526	-0.225	0.079
3.892	-3.139	0.000	3.144	-2.432	-0.026	0.747	-0.707	0.026
4.885	-1.068	-0.000	3.722	-0.824	0.042	1.163	-0.244	-0.042
4.279	2.588	-0.000	3.326	1.990	0.059	0.953	0.598	-0.059
4.859	1.181	0.000	4.479	1.129	-0.026	0.381	0.052	0.026
4.613	-1.926	-0.000	3.573	-1.422	-0.018	1.041	-0.504	0.018
2.583	4.280	0.000	2.141	3.677	-0.079	0.443	0.603	0.079
3.082	3.937	0.000	2.664	3.520	-0.057	0.418	0.417	0.057
4.966	0.586	0.000	4.074	0.571	-0.019	0.892	0.014	0.019
4.389	-2.395	-0.000	3.682	-1.963	0.092	0.707	-0.432	-0.092
3.949	-3.068	-0.000	3.268	-2.461	-0.072	0.680	-0.607	0.072
3.600	-3.470	0.000	2.991	-2.851	-0.097	0.609	-0.619	0.097
4.916	-0.915	-0.000	4.424	-0.744	-0.025	0.492	-0.171	0.025
4.727	1.628	-0.000	3.756	1.209	0.018	0.971	0.419	-0.018
3.712	3.349	0.000	2.795	2.535	0.014	0.917	0.814	-0.014
4.932	0.824	-0.000	4.054	0.607	0.061	0.879	0.216	-0.061
4.909	0.953	-0.000	3.798	0.690	0.028	1.111	0.263	-0.028
2.833	4.120	-0.000	2.172	3.272	-0.039	0.661	0.848	0.039
3.061	3.954	-0.000	2.483	3.364	0.030	0.578	0.590	-0.030
3.867	-3.170	-0.000	3.186	-2.571	0.091	0.681	-0.599	-0.091
3.215	-3.828	0.000	2.414	-2.853	0.017	0.800	-0.976	-0.017
3.271	-3.781	-0.000	2.491	-2.952	0.048	0.780	-0.830	-0.048
4.900	0.992	0.000	3.691	0.752	-0.014	1.210	0.240	0.014
4.373	-2.422	0.000	3.465	-1.837	-0.044	0.908	-0.585	0.044
3.971	-3.036	0.000	3.090	-2.447	-0.055	0.882	-0.589	0.055
5.000	-0.041	-0.000	4.022	-0.018	-0.089	0.977	-0.023	0.089
4.036	-2.950	0.000	3.091	-2.328	0.044	0.945	-0.622	-0.044
2.454	-4.357	0.000	1.943	-3.370	0.038	0.511	-0.988	-0.038
4.709	1.681	0.000	4.113	1.455	-0.093	0.597	0.226	0.093
4.659	-1.814	0.000	3.651	-1.381	0.065	1.008	-0.433	-0.065
1.959	-4.600	-0.000	1.502	-3.728	0.047	0.457	-0.872	-0.047
4.945	0.739	0.000	4.357	0.713	0.066	0.588	0.026	-0.066
1.654	-4.718	0.000	1.225	-3.576	0.007	0.430	-1.142	-0.007
4.638	1.869	0.000	3.979	1.526	0.066	0.659	0.343	-0.066
3.159	-3.875	-0.000	2.493	-2.958	0.013	0.667	-0.917	-0.013
4.259	-2.618	0.000	3.831	-2.433	-0.042	0.428	-0.184	0.042
2.304	-4.437	-0.000	1.806	-3.677	-0.028	0.498	-0.760	0.028
4.968	0.574	0.000	4.054	0.443	0.084	0.914	0.131	-0.084
4.260	2.619	-0.000	3.372	2.058	0.074	0.888	0.560	-0.074
4.624	1.903	-0.000	3.583	1.471	0.064	1.040	0.432	-0.064
2.440	-4.364	0.000	1.896	-3.506	0.066	0.544	-0.858	-0.066
3.054	-3.959	0.000	2.311	-3.023	-0.031	0.743	-0.936	0.031
3.628	3.440	-0.000	3.090	3.062	0.020	0.538	0.378	-0.020
2.734	4.186	0.000	2.171	3.414	-0.080	0.562	0.773	0.080
3.960	-3.052	-0.000	3.302	-2.504	0.094	0.658	-0.549	-0.094
3.556	3.514	-0.000	2.808	2.709	0.057	0.749	0.805	-0.057
4.868	-1.141	-0.000	3.906	-0.999	0.039	0.962	-0.143	-0.039
3.625	-3.443	-0.000	2.796	-2.587	-0.025	0.829	-0.855	0.025
4.059	-2.920	0.000	3.558	-2.591	0.090	0.501	-0.329	-0.090
4.755	-1.545	0.000	3.605	-1.183	-0.035	1.150	-0.362	0.035
3.533	-3.539	0.000	2.992	-2.970	0.094	0.542	-0.569	-0.094
4.217	2.685	-0.000	3.528	2.132	0.025	0.689	0.553	-0.025
2.652	-4.239	-0.000	2.221	-3.730	-0.020	0.431	-0.509	0.020
4.995	-0.232	-0.000	4.359	-0.213	0.095	0.636	-0.019	-0.095
3.522	-3.550	-0.000	2.687	-2.685	-0.019	0.835	-0.864	0.019
4.912	-0.937	0.000	4.274	-0.912	0.008	0.638	-0.024	-0.008
4.352	2.461	0.000	3.663	1.955	-0.002	0.689	0.506	0.002
4.029	2.962	-0.000	3.456	2.650	-0.029	0.573	0.311	0.029
4.920	0.889	0.000	4.306	0.873	-0.011	0.615	0.016	0.011
4.998	-0.133	0.000	3.893	-0.034	-0.000	1.105	-0.099	0.000
2.956	-4.032	-0.000	2.297	-3.283	0.007	0.660	-0.750	-0.007
4.992	-0.275	0.000	4.635	-0.215	-0.033	0.357	-0.059	0.033
4.923	-0.867	-0.000	4.287	-0.765	-0.102	0.637	-0.102	0.102
4.921	-0.880	0.000	4.337	-0.871	-0.005	0.584	-0.009	0.005
3.186	3.855	-0.000	2.510	3.142	-0.052	0.675	0.712	0.052
4.974	0.521	-0.000	4.094	0.453	-0.087	0.880	0.067	0.087
1.785	4.669	-0.000	1.315	3.637	0.019	0.471	1.033	-0.019
4.371	-2.428	-0.000	3.994	-2.209	-0.068	0.377	-0.219	0.068
4.988	-0.347	0.000	4.097	-0.381	0.003	0.891	0.034	-0.003
4.770	-1.498	-0.000	4.019	-1.296	0.098	0.751	-0.202	-0.098
3.265	-3.786	-0.000	2.457	-2.854	0.019	0.808	-0.932	-0.019
3.825	-3.220	0.000	2.953	-2.537	-0.054	0.872	-0.683	0.054
3.316	-3.743	-0.000	2.726	-3.000	0.071	0.590	-0.743	-0.071
4.939	0.779	-0.000	4.401	0.780	-0.016	0.538	-0.001	0.016
3.652	3.414	-0.000	2.775	2.667	0.032	0.878	0.747	-0.032
4.235	2.659	-0.000	3.862	2.439	-0.064	0.373	0.220	0.064
4.814	1.352	-0.000	4.058	1.240	0.004	0.757	0.112	-0.004
4.999	0.036	0.000	4.025	-0.027	0.079	0.974	0.062	-0.079
4.994	-0.237	0.000	3.837	-0.143	0.053	1.157	-0.094	-0.053
4.748	-1.565	0.000	4.271	-1.399	-0.084	0.477	-0.166	0.084
4.772	-1.494	0.000	4.371	-1.424	0.015	0.401	-0.070	-0.015
3.439	-3.629	0.000	2.749	-2.790	0.008	0.691	-0.839	-0.008
4.877	-1.101	-0.000	4.045	-1.010	-0.026	0.832	-0.091	0.026
4.884	1.069	-0.000	3.668	0.831	-0.000	1.215	0.238	0.000
4.990	-0.315	0.000	4.042	-0.232	-0.088	0.948	-0.082	0.088
4.888	-1.052	0.000	4.057	-0.833	-0.093	0.830	-0.219	0.093
4.652	-1.832	0.000	3.561	-1.347	-0.020	1.091	-0.485	0.020
2.836	4.118	0.000	2.148	3.116	0.018	0.688	1.003	-0.018
3.078	-3.939	-0.000	2.286	-2.985	-0.003	0.791	-0.954	0.003
4.619	-1.912	-0.000	3.491	-1.461	-0.041	1.129	-0.451	0.041
4.482	-2.217	0.000	4.012	-1.950	-0.079	0.470	-0.267	0.079
4.975	0.492	0.000	4.067	0.441	-0.096	0.908	0.052	0.096
4.985	0.374	0.000	4.541	0.338	0.076	0.445	0.036	-0.076
4.790	1.435	0.000	4.127	1.330	-0.040	0.662	0.105	0.040
4.998	0.138	0.000	3.888	0.111	-0.071	1.110	0.027	0.071
3.419	3.648	-0.000	2.885	3.040	-0.098	0.534	0.608	0.098
4.796	1.412	-0.000	3.839	1.075	0.075	0.957	0.337	-0.075
3.364	3.700	0.000	2.889	3.263	0.073	0.474	0.437	-0.073
3.726	-3.333	-0.000	3.169	-2.864	-0.100	0.557	-0.470	0.100
4.992	-0.295	-0.000	4.405	-0.242	-0.087	0.587	-0.053	0.087
4.358	2.453	-0.000	3.519	2.070	-0.046	0.838	0.382	0.046
3.472	-3.597	0.000	2.857	-2.949	0.102	0.615	-0.648	-0.102
4.918	0.905	0.000	3.916	0.799	0.036	1.002	0.106	-0.036
2.013	4.577	-0.000	1.507	3.550	0.032	0.505	1.027	-0.032
4.247	2.638	-0.000	3.625	2.241	-0.104	0.622	0.396	0.104
2.263	4.458	0.000	1.693	3.455	-0.032	0.569	1.003	0.032
3.110	3.915	0.000	2.340	2.959	-0.022	0.769	0.956	0.022
4.491	-2.198	-0.000	3.815	-1.975	-0.020	0.676	-0.222	0.020
4.999	0.079	-0.000	4.316	0.073	0.101	0.683	0.005	-0.101
4.998	-0.146	-0.000	3.961	-0.184	-0.051	1.036	0.038	0.051
3.982	3.024	-0.000	3.515	2.714	0.080	0.467	0.310	-0.080
4.023	2.969	0.000	3.349	2.369	-0.048	0.674	0.600	0.048
3.572	3.498	-0.000	3.104	2.930	-0.065	0.467	0.568	0.065
4.921	0.884	0.000	4.021	0.626	0.013	0.900	0.258	-0.013
4.968	0.568	0.000	4.077	0.374	0.012	0.891	0.194	-0.012
4.376	-2.419	-0.000	3.483	-1.999	0.061	0.893	-0.420	-0.061
4.812	-1.358	0.000	3.965	-1.058	0.072	0.847	-0.300	-0.072
4.147	2.794	0.000	3.322	2.333	-0.048	0.825	0.461	0.048
4.946	-0.732	-0.000	4.370	-0.711	-0.063	0.576	-0.021	0.063
4.998	0.165	0.000	3.989	0.206	-0.025	1.009	-0.041	0.025
3.176	-3.862	0.000	2.601	-3.285	0.065	0.574	-0.577	-0.065
4.954	-0.669	-0.000	3.752	-0.543	-0.030	1.202	-0.126	0.030
3.719	-3.342	-0.000	3.161	-2.974	-0.003	0.557	-0.368	0.003
4.773	1.488	0.000	3.600	1.143	0.027	1.173	0.345	-0.027
5.000	-0.050	-0.000	3.896	-0.041	0.069	1.104	-0.009	-0.069
4.000	3.000	-0.000	3.507	2.694	0.076	0.493	0.306	-0.076
4.816	1.344	0.000	3.700	0.992	0.019	1.116	0.352	-0.019
4.979	-0.453	0.000	4.231	-0.289	0.033	0.748	-0.164	-0.033
2.623	4.256	0.000	2.087	3.381	0.091	0.535	0.875	-0.091
4.687	1.744	0.000	4.030	1.552	0.081	0.656	0.193	-0.081
4.997	0.143	0.000	4.487	0.075	-0.070	0.510	0.068	0.070
4.842	1.247	0.000	4.438	1.175	0.053	0.405	0.072	-0.053
3.550	3.521	0.000	2.910	2.813	0.076	0.641	0.708	-0.076
3.638	3.430	-0.000	2.992	2.794	-0.094	0.646	0.636	0.094
4.991	-0.295	0.000	4.596	-0.213	-0.010	0.396	-0.082	0.010
4.442	-2.295	-0.000	3.352	-1.710	0.013	1.090	-0.585	-0.013
1.983	4.590	0.000	1.568	3.759	-0.076	0.415	0.831	0.076
4.414	2.350	0.000	4.008	2.201	0.028	0.405	0.150	-0.028
3.072	-3.945	0.000	2.320	-3.038	-0.037	0.753	-0.907	0.037
4.911	0.937	-0.000	4.196	0.891	0.049	0.715	0.046	-0.049
3.635	3.435	0.000	3.154	3.053	-0.072	0.481	0.382	0.072
3.284	-3.770	-0.000	2.482	-2.885	-0.038	0.802	-0.885	0.038
4.801	1.393	-0.000	4.294	1.189	0.073	0.507	0.203	-0.073
3.523	-3.548	0.000	2.641	-2.694	-0.007	0.882	-0.853	0.007
4.994	0.255	0.000	4.517	0.158	0.013	0.478	0.098	-0.013
4.991	0.298	0.000	3.835	0.182	0.026	1.157	0.116	-0.026
3.436	3.634	-0.000	2.870	3.124	-0.073	0.565	0.510	0.073
4.998	0.136	-0.000	3.838	0.116	0.052	1.160	0.020	-0.052
4.959	-0.642	0.000	4.154	-0.621	-0.055	0.804	-0.021	0.055
3.849	3.191	0.000	3.295	2.831	-0.059	0.555	0.360	0.059
4.187	-2.732	0.000	3.420	-2.145	0.066	0.767	-0.586	-0.066
4.990	-0.314	-0.000	4.239	-0.169	-0.014	0.751	-0.145	0.014
3.591	-3.478	-0.000	2.696	-2.607	0.005	0.895	-0.871	-0.005
3.377	-3.687	-0.000	2.850	-3.255	-0.001	0.527	-0.433	0.001
4.316	2.522	0.000	3.271	1.865	-0.014	1.045	0.657	0.014
4.519	-2.139	-0.000	3.696	-1.686	-0.076	0.824	-0.452	0.076
4.601	1.955	-0.000	4.212	1.818	-0.063	0.389	0.136	0.063
4.016	-2.980	0.000	3.245	-2.424	-0.089	0.771	-0.555	0.089
4.812	1.356	-0.000	3.915	1.006	0.001	0.898	0.350	-0.001
4.965	-0.591	0.000	4.502	-0.538	0.073	0.463	-0.054	-0.073
4.700	1.707	0.000	3.751	1.348	-0.084	0.949	0.359	0.084
2.891	-4.079	-0.000	2.182	-3.063	0.013	0.709	-1.016	-0.013
3.336	-3.724	-0.000	2.512	-2.866	0.034	0.824	-0.858	-0.034
2.555	4.297	0.000	1.920	3.242	0.039	0.634	1.055	-0.039
4.867	-1.144	-0.000	4.054	-1.056	0.014	0.813	-0.089	-0.014
3.923	-3.102	0.000	3.284	-2.483	0.018	0.639	-0.618	-0.018
4.894	1.025	0.000	3.676	0.779	0.011	1.218	0.246	-0.011
4.530	2.114	0.000	4.049	1.841	0.082	0.481	0.273	-0.082
3.890	-3.141	0.000	3.281	-2.740	0.069	0.609	-0.401	-0.069
3.781	-3.272	0.000	3.234	-2.889	-0.074	0.546	-0.383	0.074
4.259	-2.618	-0.000	3.645	-2.347	0.046	0.614	-0.272	-0.046
4.658	1.815	-0.000	3.982	1.661	0.020	0.676	0.154	-0.020
4.015	-2.978	0.000	3.268	-2.363	0.086	0.747	-0.615	-0.086
3.312	3.746	0.000	2.499	2.829	0.025	0.813	0.917	-0.025
4.963	0.613	0.000	3.859	0.415	0.009	1.103	0.198	-0.009
3.412	-3.655	0.000	2.856	-2.925	-0.024	0.556	-0.729	0.024
4.656	1.823	0.000	4.071	1.689	0.025	0.585	0.134	-0.025
4.503	-2.171	-0.000	3.720	-1.885	0.064	0.783	-0.286	-0.064
4.466	2.250	-0.000	3.923	1.929	0.080	0.543	0.320	-0.080
4.868	-1.139	0.000	4.321	-0.927	0.045	0.548	-0.212	-0.045
2.978	-4.017	-0.000	2.268	-3.160	0.028	0.710	-0.857	-0.028
4.374	-2.421	-0.000	3.704	-2.012	-0.097	0.670	-0.409	0.097
4.957	-0.659	0.000	3.952	-0.600	0.042	1.005	-0.058	-0.042
3.925	-3.097	-0.000	3.113	-2.443	0.085	0.812	-0.654	-0.085
4.058	-2.919	-0.000	3.077	-2.169	0.008	0.981	-0.750	-0.008
4.617	-1.921	-0.000	3.898	-1.530	-0.038	0.719	-0.392	0.038
3.594	3.476	0.000	2.877	2.693	-0.052	0.717	0.783	0.052
2.698	4.209	-0.000	2.316	3.683	-0.094	0.381	0.526	0.094
2.237	4.471	-0.000	1.738	3.392	-0.030	0.500	1.079	0.030
2.493	4.335	0.000	1.940	3.495	-0.062	0.552	0.839	0.062
4.737	-1.599	0.000	4.139	-1.377	0.095	0.598	-0.222	-0.095
4.394	2.386	-0.000	3.803	2.125	-0.081	0.590	0.261	0.081
4.860	-1.173	0.000	4.277	-1.029	-0.093	0.583	-0.144	0.093
4.836	-1.268	0.000	4.099	-1.120	0.095	0.737	-0.148	-0.095
4.251	2.633	-0.000	3.710	2.183	0.012	0.541	0.450	-0.012
3.140	3.891	-0.000	2.769	3.472	-0.083	0.371	0.420	0.083
3.949	-3.066	0.000	3.043	-2.316	0.031	0.907	-0.750	-0.031
4.930	0.834	-0.000	3.883	0.738	-0.015	1.047	0.096	0.015
2.504	4.328	-0.000	1.893	3.273	-0.023	0.611	1.055	0.023
4.861	-1.170	0.000	4.355	-1.113	-0.053	0.506	-0.057	0.053
4.030	2.960	-0.000	3.092	2.260	-0.045	0.938	0.700	0.045
3.336	-3.725	0.000	2.720	-2.922	-0.042	0.616	-0.803	0.042
2.144	4.517	-0.000	1.633	3.581	0.044	0.512	0.936	-0.044
4.641	-1.860	-0.000	3.919	-1.615	-0.095	0.722	-0.245	0.095
4.713	-1.668	-0.000	3.733	-1.313	0.088	0.980	-0.355	-0.088
2.926	4.054	0.000	2.353	3.226	0.083	0.573	0.828	-0.083
2.579	-4.283	-0.000	1.922	-3.240	0.017	0.657	-1.043	-0.017
4.881	1.084	0.000	4.314	1.003	0.080	0.568	0.081	-0.080
4.994	0.248	-0.000	3.849	0.250	-0.005	1.145	-0.002	0.005
2.366	-4.404	0.000	2.036	-3.910	-0.079	0.329	-0.494	0.079
4.969	-0.558	0.000	3.909	-0.471	0.074	1.060	-0.087	-0.074
3.980	3.028	0.000	3.380	2.494	0.070	0.600	0.535	-0.070
3.774	-3.280	0.000	3.230	-2.697	-0.053	0.545	-0.583	0.053
4.524	2.127	0.000	3.922	1.890	-0.093	0.603	0.237	0.093
5.001	0.005	-0.000	4.410	-0.035	0.080	0.591	0.041	-0.080
4.618	1.916	-0.000	3.814	1.647	-0.080	0.804	0.269	0.080
4.903	-0.981	-0.000	4.403	-0.875	-0.082	0.500	-0.106	0.082
4.583	2.001	0.000	3.501	1.501	-0.018	1.082	0.500	0.018
4.074	-2.899	0.000	3.259	-2.224	-0.006	0.815	-0.675	0.006
4.718	1.656	0.000	3.571	1.285	-0.015	1.147	0.371	0.015
4.990	0.322	0.000	4.299	0.322	-0.088	0.691	-0.000	0.088
4.985	-0.395	-0.000	3.948	-0.360	-0.059	1.037	-0.035	0.059
4.977	0.464	-0.000	4.416	0.319	-0.024	0.562	0.146	0.024
4.989	0.314	-0.000	4.012	0.292	0.087	0.977	0.022	-0.087
4.899	1.001	0.000	3.850	0.826	0.064	1.049	0.175	-0.064
4.894	-1.020	0.000	3.682	-0.785	-0.013	1.212	-0.236	0.013
4.958	-0.645	0.000	4.318	-0.656	0.012	0.640	0.011	-0.012
5.000	0.055	0.000	4.591	0.063	0.061	0.409	-0.008	-0.061
3.230	3.818	-0.000	2.800	3.327	-0.094	0.429	0.490	0.094
4.639	1.866	-0.000	3.637	1.534	-0.043	1.002	0.332	0.043
3.449	-3.620	-0.000	2.821	-2.854	-0.040	0.629	-0.766	0.040
4.656	1.824	-0.000	3.702	1.434	0.073	0.954	0.389	-0.073
4.603	-1.952	0.000	3.647	-1.629	-0.045	0.956	-0.323	0.045
4.954	0.677	-0.000	4.291	0.634	0.084	0.664	0.043	-0.084
4.875	1.105	-0.000	3.639	0.833	0.004	1.236	0.272	-0.004
3.889	3.143	0.000	3.002	2.522	0.003	0.887	0.620	-0.003
3.533	3.538	-0.000	2.817	2.729	-0.037	0.716	0.809	0.037
4.093	2.871	0.000	3.155	2.308	0.015	0.938	0.563	-0.015
4.098	-2.864	-0.000	3.068	-2.166	0.001	1.030	-0.698	-0.001
1.964	4.599	-0.000	1.642	3.917	-0.094	0.321	0.682	0.094
4.997	0.154	0.000	3.987	0.160	-0.084	1.010	-0.006	0.084
4.990	-0.323	0.000	3.854	-0.195	0.025	1.136	-0.128	-0.025
4.557	2.059	0.000	4.135	1.782	-0.017	0.422	0.276	0.017
3.970	-3.040	-0.000	3.186	-2.340	-0.011	0.783	-0.700	0.011
4.904	0.974	-0.000	4.358	0.907	-0.082	0.545	0.067	0.082
4.685	1.748	0.000	3.886	1.417	-0.094	0.798	0.330	0.094
4.019	2.973	-0.000	3.117	2.250	0.051	0.902	0.722	-0.051
4.840	1.255	0.000	3.929	1.116	-0.010	0.911	0.138	0.010
4.867	1.141	-0.000	4.183	0.913	0.081	0.684	0.228	-0.081
2.227	-4.477	-0.000	1.770	-3.609	-0.082	0.457	-0.868	0.082
4.670	-1.789	-0.000	3.902	-1.500	0.095	0.768	-0.289	-0.095
4.868	-1.140	-0.000	4.005	-0.975	-0.095	0.863	-0.164	0.095
5.000	-0.032	-0.000	3.846	-0.055	-0.037	1.155	0.023	0.037
3.642	3.424	0.000	2.818	2.771	0.006	0.825	0.653	-0.006
2.478	4.342	-0.000	1.855	3.289	-0.017	0.623	1.054	0.017
4.715	1.665	-0.000	4.044	1.337	0.050	0.671	0.328	-0.050
3.834	-3.208	0.000	2.877	-2.463	0.008	0.957	-0.745	-0.008
4.337	2.487	0.000	3.557	1.932	0.000	0.780	0.555	-0.000
4.963	0.600	0.000	4.543	0.589	-0.058	0.420	0.011	0.058
1.772	4.676	0.000	1.430	3.957	-0.071	0.342	0.720	0.071
3.008	3.994	0.000	2.360	3.188	-0.080	0.648	0.805	0.080
